image_id,label,original_image_path,original_mask_path,selected_image_path,selected_mask_path,height,width,n_pixels,image_mean,image_std,image_min,image_max,image_median,image_p05,image_p95,dynamic_range,image_skewness,image_kurtosis_excess,lesion_area_px,lesion_area_fraction,lesion_mean,lesion_std,lesion_min,lesion_max,background_mean,background_std,background_min,background_max,lesion_background_contrast
benign (6),benign,data\raw\benign\benign (6).png,data\raw\benign\benign (6)_mask.png,data\selected\busi_subset\benign\images\benign_6.png,data\selected\busi_subset\benign\masks\benign_6_mask.png,467,558,260586,63.539939880371094,47.845909118652344,0.0,255.0,49.0,14.0,160.0,255.0,0.9747209548950195,0.22461819648742676,7412,0.028443584843391434,53.61724090576172,47.401302337646484,0.0,238.0,63.830440521240234,47.827850341796875,0.0,255.0,0.1600051563247463
malignant (51),malignant,data\raw\malignant\malignant (51).png,data\raw\malignant\malignant (51)_mask.png,data\selected\busi_subset\malignant\images\malignant_51.png,data\selected\busi_subset\malignant\masks\malignant_51_mask.png,437,588,256956,79.6181640625,55.60919189453125,0.0,255.0,69.0,14.0,182.0,255.0,0.5742747187614441,-0.7608935832977295,22299,0.0867813944799888,95.06986999511719,33.58818435668945,12.0,226.0,78.14979553222656,57.0455436706543,0.0,255.0,-0.21650823710406547
malignant (190),malignant,data\raw\malignant\malignant (190).png,data\raw\malignant\malignant (190)_mask.png,data\selected\busi_subset\malignant\images\malignant_190.png,data\selected\busi_subset\malignant\masks\malignant_190_mask.png,427,576,245952,72.96654510498047,45.68561935424805,0.0,252.0,67.0,6.0,152.0,252.0,0.3952226936817169,-0.5749566555023193,22523,0.09157477881863128,52.28748321533203,21.60700225830078,12.0,214.0,75.05111694335938,46.936767578125,0.0,252.0,0.3033083936935121
benign (356),benign,data\raw\benign\benign (356).png,data\raw\benign\benign (356)_mask.png,data\selected\busi_subset\benign\images\benign_356.png,data\selected\busi_subset\benign\masks\benign_356_mask.png,468,556,260208,61.58817672729492,50.054786682128906,0.0,255.0,45.0,9.0,166.0,255.0,1.0911606550216675,0.3977510929107666,38618,0.14841203959908997,65.35838317871094,37.11534118652344,0.0,239.0,60.931114196777344,51.95330047607422,0.0,255.0,-0.07266023343852049
benign (12),benign,data\raw\benign\benign (12).png,data\raw\benign\benign (12)_mask.png,data\selected\busi_subset\benign\images\benign_12.png,data\selected\busi_subset\benign\masks\benign_12_mask.png,571,678,387138,87.843994140625,40.11397933959961,0.0,241.0,81.0,37.0,169.0,241.0,0.8343310952186584,0.22111749649047852,2890,0.007465038306753664,56.68511962890625,44.44513702392578,8.0,208.0,88.0783462524414,39.98773956298828,0.0,241.0,0.3564238880007439
malignant (82),malignant,data\raw\malignant\malignant (82).png,data\raw\malignant\malignant (82)_mask.png,data\selected\busi_subset\malignant\images\malignant_82.png,data\selected\busi_subset\malignant\masks\malignant_82_mask.png,459,569,261171,62.40383529663086,67.7137222290039,0.0,255.0,29.0,1.0,184.0,255.0,0.7498594522476196,-0.8452496528625488,30947,0.11849324771892744,59.32090377807617,39.12274932861328,0.0,253.0,62.81824493408203,70.67034149169922,0.0,255.0,0.055673971138783564
benign (208),benign,data\raw\benign\benign (208).png,data\raw\benign\benign (208)_mask.png,data\selected\busi_subset\benign\images\benign_208.png,data\selected\busi_subset\benign\masks\benign_208_mask.png,479,562,269198,74.1939468383789,54.8641471862793,0.0,255.0,76.0,1.0,172.0,255.0,0.3918951749801636,-0.5786993503570557,3229,0.011994888520717093,49.659027099609375,53.73590850830078,0.0,255.0,74.4917984008789,54.810272216796875,0.0,255.0,0.3333624886366405
benign (183),benign,data\raw\benign\benign (183).png,data\raw\benign\benign (183)_mask.png,data\selected\busi_subset\benign\images\benign_183.png,data\selected\busi_subset\benign\masks\benign_183_mask.png,683,916,625628,66.9137954711914,37.739227294921875,0.0,229.0,56.0,26.0,146.0,229.0,1.172656774520874,0.9751541614532471,4710,0.007528435428081863,14.46369457244873,14.84114933013916,0.0,87.0,67.31163024902344,37.58132553100586,0.0,229.0,0.7851233950687178
benign (269),benign,data\raw\benign\benign (269).png,data\raw\benign\benign (269)_mask.png,data\selected\busi_subset\benign\images\benign_269.png,data\selected\busi_subset\benign\masks\benign_269_mask.png,390,465,181350,84.31690216064453,51.922767639160156,0.0,255.0,80.0,16.0,173.0,255.0,0.35538437962532043,-0.7945289611816406,8237,0.045420457678522194,89.05268859863281,26.207242965698242,27.0,202.0,84.09156799316406,52.82475280761719,0.0,255.0,-0.05899664762205506
benign (330),benign,data\raw\benign\benign (330).png,data\raw\benign\benign (330)_mask.png,data\selected\busi_subset\benign\images\benign_330.png,data\selected\busi_subset\benign\masks\benign_330_mask.png,567,669,379323,67.85969543457031,46.99973678588867,0.0,243.0,63.0,0.0,157.0,243.0,0.5785521864891052,-0.15243959426879883,51960,0.13698088436503983,19.5689754486084,28.264747619628906,0.0,199.0,75.52452850341797,44.76490020751953,0.0,243.0,0.7408924511838336
benign (34),benign,data\raw\benign\benign (34).png,data\raw\benign\benign (34)_mask.png,data\selected\busi_subset\benign\images\benign_34.png,data\selected\busi_subset\benign\masks\benign_34_mask.png,471,558,262818,104.05903625488281,64.40482330322266,0.0,255.0,102.0,21.0,221.0,255.0,0.4346669614315033,-0.7758491039276123,13836,0.05264479601853754,48.52428436279297,44.29764938354492,0.0,255.0,107.14512634277344,63.94163131713867,0.0,255.0,0.5471162709442554
benign (116),benign,data\raw\benign\benign (116).png,data\raw\benign\benign (116)_mask.png,data\selected\busi_subset\benign\images\benign_116.png,data\selected\busi_subset\benign\masks\benign_116_mask.png,588,766,450408,97.14846801757812,42.953975677490234,0.0,255.0,100.0,28.0,168.0,255.0,0.12965896725654602,-0.4194526672363281,5501,0.012213370988081916,113.63533782958984,13.25257396697998,82.0,161.0,96.94461059570312,43.154178619384766,0.0,255.0,-0.17216766491302846
benign (408),benign,data\raw\benign\benign (408).png,data\raw\benign\benign (408)_mask.png,data\selected\busi_subset\benign\images\benign_408.png,data\selected\busi_subset\benign\masks\benign_408_mask.png,465,554,257610,112.70718383789062,50.959373474121094,0.0,255.0,108.0,41.0,197.0,255.0,0.277285635471344,-0.9660422801971436,19359,0.07514848026085943,128.2731475830078,30.854429244995117,68.0,241.0,111.44237518310547,52.05018997192383,0.0,255.0,-0.1510266841561683
benign (427),benign,data\raw\benign\benign (427).png,data\raw\benign\benign (427)_mask.png,data\selected\busi_subset\benign\images\benign_427.png,data\selected\busi_subset\benign\masks\benign_427_mask.png,380,780,296400,92.08142852783203,58.765411376953125,0.0,255.0,89.0,2.0,196.0,255.0,0.31016436219215393,-0.6185359954833984,8443,0.02848515519568151,77.14508819580078,36.9837646484375,0.0,243.0,92.5193862915039,59.226600646972656,0.0,255.0,0.16617380108425142
benign (233),benign,data\raw\benign\benign (233).png,data\raw\benign\benign (233)_mask.png,data\selected\busi_subset\benign\images\benign_233.png,data\selected\busi_subset\benign\masks\benign_233_mask.png,471,557,262347,89.00221252441406,64.35617065429688,0.0,255.0,75.0,14.0,210.0,255.0,0.6483011245727539,-0.5902454853057861,43145,0.16445776014210187,77.58838653564453,43.258018493652344,1.0,254.0,91.2488021850586,67.5123519897461,0.0,255.0,0.1497051503231
benign (387),benign,data\raw\benign\benign (387).png,data\raw\benign\benign (387)_mask.png,data\selected\busi_subset\benign\images\benign_387.png,data\selected\busi_subset\benign\masks\benign_387_mask.png,486,549,266814,73.17464447021484,59.53413009643555,0.0,255.0,57.0,7.0,183.0,255.0,0.7233381867408752,-0.5092558860778809,19230,0.07207267984438598,36.17753601074219,23.531513214111328,0.0,215.0,76.04825592041016,60.51464080810547,0.0,255.0,0.524281844755949
benign (388),benign,data\raw\benign\benign (388).png,data\raw\benign\benign (388)_mask.png,data\selected\busi_subset\benign\images\benign_388.png,data\selected\busi_subset\benign\masks\benign_388_mask.png,572,763,436436,92.85562133789062,52.287193298339844,0.0,255.0,87.0,21.0,189.0,255.0,0.4919074475765228,-0.5895555019378662,8031,0.018401323447195007,119.43282318115234,22.052900314331055,66.0,203.0,92.35745239257812,52.560401916503906,0.0,255.0,-0.29315848460777183
malignant (67),malignant,data\raw\malignant\malignant (67).png,data\raw\malignant\malignant (67)_mask.png,data\selected\busi_subset\malignant\images\malignant_67.png,data\selected\busi_subset\malignant\masks\malignant_67_mask.png,604,946,571384,62.9074821472168,41.83772659301758,0.0,251.0,56.0,1.0,135.0,251.0,0.6188574433326721,0.15879344940185547,24388,0.04268232922167929,33.73417282104492,20.366783142089844,0.0,136.0,64.20817565917969,42.07500076293945,0.0,251.0,0.47461250098657565
benign (75),benign,data\raw\benign\benign (75).png,data\raw\benign\benign (75)_mask.png,data\selected\busi_subset\benign\images\benign_75.png,data\selected\busi_subset\benign\masks\benign_75_mask.png,578,685,395930,79.7134017944336,47.659420013427734,0.0,247.0,74.0,13.0,167.0,247.0,0.4925209581851959,-0.4070448875427246,14123,0.035670446796150834,40.6369743347168,31.916479110717773,0.0,195.0,81.15882873535156,47.53091812133789,0.0,247.0,0.49929077374660474
malignant (59),malignant,data\raw\malignant\malignant (59).png,data\raw\malignant\malignant (59)_mask.png,data\selected\busi_subset\malignant\images\malignant_59.png,data\selected\busi_subset\malignant\masks\malignant_59_mask.png,561,682,382602,45.89616775512695,38.7264404296875,0.0,255.0,35.0,5.0,122.0,255.0,1.0184459686279297,0.4445967674255371,89827,0.2347792222727534,21.008148193359375,21.159900665283203,0.0,175.0,53.53211975097656,39.67557144165039,0.0,255.0,0.6075599416357553
malignant (119),malignant,data\raw\malignant\malignant (119).png,data\raw\malignant\malignant (119)_mask.png,data\selected\busi_subset\malignant\images\malignant_119.png,data\selected\busi_subset\malignant\masks\malignant_119_mask.png,469,564,264516,79.61276245117188,62.86614227294922,0.0,255.0,61.0,7.0,195.0,255.0,0.6482524275779724,-0.6414604187011719,28930,0.10936956554612953,46.66474151611328,39.53658676147461,0.0,238.0,83.65877532958984,63.998779296875,0.0,255.0,0.4422014745411875
benign (51),benign,data\raw\benign\benign (51).png,data\raw\benign\benign (51)_mask.png,data\selected\busi_subset\benign\images\benign_51.png,data\selected\busi_subset\benign\masks\benign_51_mask.png,338,357,120666,83.4038314819336,66.53492736816406,0.0,255.0,83.0,1.0,197.0,255.0,0.3433370590209961,-1.124565839767456,1093,0.009058061094260189,66.89661407470703,40.44137954711914,25.0,197.0,83.55472564697266,66.70756530761719,0.0,255.0,0.19936767718745427
malignant (12),malignant,data\raw\malignant\malignant (12).png,data\raw\malignant\malignant (12)_mask.png,data\selected\busi_subset\malignant\images\malignant_12.png,data\selected\busi_subset\malignant\masks\malignant_12_mask.png,392,479,187768,108.44810485839844,48.50751876831055,0.0,255.0,107.0,33.0,199.0,255.0,0.4244893491268158,0.042037010192871094,5299,0.028220996122875038,63.5810546875,33.68747329711914,2.0,244.0,109.75108337402344,48.25139236450195,0.0,255.0,0.42067947999176153
benign (255),benign,data\raw\benign\benign (255).png,data\raw\benign\benign (255)_mask.png,data\selected\busi_subset\benign\images\benign_255.png,data\selected\busi_subset\benign\masks\benign_255_mask.png,389,473,183997,89.79796600341797,42.28670120239258,0.0,255.0,84.0,33.0,168.0,255.0,0.6188106536865234,-0.13906502723693848,13573,0.07376750707891977,52.34878158569336,24.122854232788086,6.0,184.0,92.780517578125,41.99576187133789,0.0,255.0,0.435778297464537
benign (149),benign,data\raw\benign\benign (149).png,data\raw\benign\benign (149)_mask.png,data\selected\busi_subset\benign\images\benign_149.png,data\selected\busi_subset\benign\masks\benign_149_mask.png,468,557,260676,73.26592254638672,50.658626556396484,0.0,255.0,62.0,15.0,167.0,255.0,0.7366116046905518,-0.21350717544555664,9048,0.034709754637941355,29.249778747558594,16.47047233581543,0.0,125.0,74.84864807128906,50.760711669921875,0.0,255.0,0.6092143344286995
malignant (118),malignant,data\raw\malignant\malignant (118).png,data\raw\malignant\malignant (118)_mask.png,data\selected\busi_subset\malignant\images\malignant_118.png,data\selected\busi_subset\malignant\masks\malignant_118_mask.png,473,562,265826,80.0819320678711,62.962646484375,0.0,255.0,62.0,7.0,195.0,255.0,0.625207245349884,-0.6950502395629883,30867,0.11611730981920504,39.58366394042969,28.477407455444336,0.0,167.0,85.40226745605469,64.30228424072266,0.0,255.0,0.5365033608017115
benign (141),benign,data\raw\benign\benign (141).png,data\raw\benign\benign (141)_mask.png,data\selected\busi_subset\benign\images\benign_141.png,data\selected\busi_subset\benign\masks\benign_141_mask.png,471,567,267057,75.07818603515625,51.98711013793945,0.0,255.0,64.0,14.0,178.0,255.0,0.8803946375846863,0.12245678901672363,136993,0.512972885938208,76.22242736816406,38.06418991088867,0.0,243.0,73.87299346923828,63.406612396240234,0.0,255.0,-0.03180369155591455
benign (187),benign,data\raw\benign\benign (187).png,data\raw\benign\benign (187)_mask.png,data\selected\busi_subset\benign\images\benign_187.png,data\selected\busi_subset\benign\masks\benign_187_mask.png,574,730,419020,113.93251037597656,54.38393020629883,0.0,255.0,120.0,15.0,198.0,255.0,-0.25233906507492065,-0.604313850402832,6575,0.015691375113359746,105.64030456542969,61.35243606567383,0.0,247.0,114.06470489501953,54.255340576171875,0.0,255.0,0.07385632862159029
benign (37),benign,data\raw\benign\benign (37).png,data\raw\benign\benign (37)_mask.png,data\selected\busi_subset\benign\images\benign_37.png,data\selected\busi_subset\benign\masks\benign_37_mask.png,468,557,260676,39.76779556274414,47.66714859008789,0.0,255.0,19.0,1.0,149.0,255.0,1.5728057622909546,1.888862133026123,4498,0.01725513664472372,11.84504222869873,16.135604858398438,0.0,79.0,40.2580680847168,47.89102554321289,0.0,255.0,0.7057722141353028
malignant (105),malignant,data\raw\malignant\malignant (105).png,data\raw\malignant\malignant (105)_mask.png,data\selected\busi_subset\malignant\images\malignant_105.png,data\selected\busi_subset\malignant\masks\malignant_105_mask.png,450,577,259650,87.22946166992188,53.07826614379883,0.0,255.0,90.0,8.0,178.0,255.0,0.2746945321559906,-0.525803804397583,7245,0.027902946273830154,83.17488098144531,30.106586456298828,24.0,220.0,87.3458480834961,53.58793640136719,0.0,255.0,0.04775232244108645
benign (200),benign,data\raw\benign\benign (200).png,data\raw\benign\benign (200)_mask.png,data\selected\busi_subset\benign\images\benign_200.png,data\selected\busi_subset\benign\masks\benign_200_mask.png,473,554,262042,75.21247100830078,45.76121520996094,0.0,255.0,69.0,12.0,161.0,255.0,0.7052296996116638,0.2054283618927002,33776,0.12889536791812,60.159019470214844,35.19868469238281,0.0,240.0,77.43988037109375,46.71328353881836,0.0,255.0,0.2231519575680785
benign (378),benign,data\raw\benign\benign (378).png,data\raw\benign\benign (378)_mask.png,data\selected\busi_subset\benign\images\benign_378.png,data\selected\busi_subset\benign\masks\benign_378_mask.png,464,548,254272,69.77279663085938,50.15916061401367,0.0,255.0,59.0,12.0,166.0,255.0,0.7008708119392395,-0.3693881034851074,7836,0.030817392398691166,66.82210540771484,28.607454299926758,7.0,207.0,69.86660766601562,50.691551208496094,0.0,255.0,0.04357592789417659
benign (280),benign,data\raw\benign\benign (280).png,data\raw\benign\benign (280)_mask.png,data\selected\busi_subset\benign\images\benign_280.png,data\selected\busi_subset\benign\masks\benign_280_mask.png,471,556,261876,85.30669403076172,54.62834930419922,0.0,255.0,71.0,21.0,191.0,255.0,0.7571636438369751,-0.3189883232116699,14325,0.054701461760527884,54.674625396728516,41.961429595947266,0.0,239.0,87.07928466796875,54.750484466552734,0.0,255.0,0.3721282207482199
malignant (99),malignant,data\raw\malignant\malignant (99).png,data\raw\malignant\malignant (99)_mask.png,data\selected\busi_subset\malignant\images\malignant_99.png,data\selected\busi_subset\malignant\masks\malignant_99_mask.png,486,550,267300,99.00659942626953,68.77815246582031,0.0,255.0,103.0,3.0,214.0,255.0,0.2013242393732071,-0.9729800224304199,15467,0.05786382341937898,137.96405029296875,54.42735290527344,35.0,255.0,96.61392974853516,68.84830474853516,0.0,255.0,-0.42799336128629634
malignant (19),malignant,data\raw\malignant\malignant (19).png,data\raw\malignant\malignant (19)_mask.png,data\selected\busi_subset\malignant\images\malignant_19.png,data\selected\busi_subset\malignant\masks\malignant_19_mask.png,459,554,254286,94.79611206054688,65.5245361328125,0.0,255.0,96.0,9.0,201.0,255.0,0.23901763558387756,-1.1485984325408936,46355,0.1822947389946753,55.31843566894531,43.78720474243164,0.0,242.0,103.59709930419922,66.31962585449219,0.0,255.0,0.46602331488867027
malignant (158),malignant,data\raw\malignant\malignant (158).png,data\raw\malignant\malignant (158)_mask.png,data\selected\busi_subset\malignant\images\malignant_158.png,data\selected\busi_subset\malignant\masks\malignant_158_mask.png,444,313,138972,95.7160415649414,55.93926239013672,0.0,255.0,85.0,26.0,206.0,255.0,0.7633054256439209,-0.14850234985351562,34631,0.24919408226117493,86.0924301147461,29.83972930908203,21.0,229.0,98.91014099121094,61.89765548706055,0.0,255.0,0.12958945105849076
