image_id,label,method,speckle_index,high_frequency_energy,lesion_background_contrast,robust_bilateral_image_path,robust_bilateral_mask_path,robust_nlm_image_path,robust_nlm_mask_path
benign (6),benign,robust_nlm,0.8694971527592921,0.006725434491588117,0.20562623404108404,,,data\processed\preprocessed\robust_nlm\benign\images\benign_6.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_6_mask.png
malignant (51),malignant,raw,0.6984485581817513,0.0016728764068724893,-0.21650823710406547,,,,
malignant (51),malignant,robust_bilateral,0.7813323581619879,0.0014513222321393899,-0.2492246074567166,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_51.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_51_mask.png,,
malignant (51),malignant,robust_nlm,0.7844733368743299,0.0014291495873663684,-0.24827052708066497,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_51.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_51_mask.png
malignant (190),malignant,raw,0.6261173430716496,0.0017965170837886105,0.3033083936935121,,,,
malignant (190),malignant,robust_bilateral,0.625076971036313,0.001256107256310266,0.3070592752580312,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_190.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_190_mask.png,,
malignant (190),malignant,robust_nlm,0.628994336329825,0.0011478463288435768,0.30893443609775745,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_190.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_190_mask.png
benign (356),benign,raw,0.8127336989332468,0.002839472075989324,-0.07266023343852049,,,,
benign (356),benign,robust_bilateral,0.8454148111581057,0.0022324488455856173,-0.07983387709756047,data\processed\preprocessed\robust_bilateral\benign\images\benign_356.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_356_mask.png,,
benign (356),benign,robust_nlm,0.8501783819570384,0.0022779171093537005,-0.0791195736012529,,,data\processed\preprocessed\robust_nlm\benign\images\benign_356.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_356_mask.png
benign (12),benign,raw,0.4566502210200412,0.0005877542795245515,0.3564238880007439,,,,
benign (12),benign,robust_bilateral,0.6421229010550645,0.0008898042710971027,0.47659582678503887,data\processed\preprocessed\robust_bilateral\benign\images\benign_12.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_12_mask.png,,
benign (12),benign,robust_nlm,0.648626755386545,0.00043354085529566583,0.4812755405821364,,,data\processed\preprocessed\robust_nlm\benign\images\benign_12.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_12_mask.png
malignant (82),malignant,raw,1.0850891120254547,0.002454533963904865,0.055673971138783564,,,,
malignant (82),malignant,robust_bilateral,1.0826596680040586,0.0019465402318331539,0.05547777724342918,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_82.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_82_mask.png,,
malignant (82),malignant,robust_nlm,1.085457528451006,0.0020071611915324352,0.05778729648345961,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_82.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_82_mask.png
benign (208),benign,raw,0.7394693168944515,0.0023950479183578646,0.3333624886366405,,,,
benign (208),benign,robust_bilateral,0.7297473920885316,0.002049397035594843,0.3396334490024808,data\processed\preprocessed\robust_bilateral\benign\images\benign_208.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_208_mask.png,,
benign (208),benign,robust_nlm,0.7352836222413498,0.0019315061147051344,0.3416959234056012,,,data\processed\preprocessed\robust_nlm\benign\images\benign_208.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_208_mask.png
benign (183),benign,raw,0.5639977082329735,0.00046078587165858566,0.7851233950687178,,,,
benign (183),benign,robust_bilateral,0.7129458488746201,0.000555358150009998,0.8939452849838492,data\processed\preprocessed\robust_bilateral\benign\images\benign_183.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_183_mask.png,,
benign (183),benign,robust_nlm,0.7167315187494642,0.00032875159175856095,0.8995692501966733,,,data\processed\preprocessed\robust_nlm\benign\images\benign_183.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_183_mask.png
benign (269),benign,raw,0.6158049727708741,0.0020039488447781708,-0.05899664762205506,,,,
benign (269),benign,robust_bilateral,0.7002979983356395,0.0019097678744681682,-0.07072980775114424,data\processed\preprocessed\robust_bilateral\benign\images\benign_269.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_269_mask.png,,
benign (269),benign,robust_nlm,0.7038546451849362,0.0019408704299470148,-0.06965157835428795,,,data\processed\preprocessed\robust_nlm\benign\images\benign_269.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_269_mask.png
benign (330),benign,raw,0.6926016464545642,0.00281710418008282,0.7408924511838336,,,,
benign (330),benign,robust_bilateral,0.683480550467044,0.00031528271440348755,0.740841791239725,data\processed\preprocessed\robust_bilateral\benign\images\benign_330.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_330_mask.png,,
benign (330),benign,robust_nlm,0.6878608222066298,0.0024766296309309934,0.7437105384668289,,,data\processed\preprocessed\robust_nlm\benign\images\benign_330.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_330_mask.png
benign (34),benign,raw,0.6189258100129729,0.0015146581342832747,0.5471162709442554,,,,
benign (34),benign,robust_bilateral,0.6949850032157242,0.001409447880351634,0.6084892059720445,data\processed\preprocessed\robust_bilateral\benign\images\benign_34.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_34_mask.png,,
benign (34),benign,robust_nlm,0.698513633732238,0.0013355416743616854,0.6117270985071818,,,data\processed\preprocessed\robust_nlm\benign\images\benign_34.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_34_mask.png
benign (116),benign,raw,0.442147741019633,0.0012507327887845063,-0.17216766491302846,,,,
benign (116),benign,robust_bilateral,0.5158178768217027,0.0012078551981969457,-0.20565736657055386,data\processed\preprocessed\robust_bilateral\benign\images\benign_116.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_116_mask.png,,
benign (116),benign,robust_nlm,0.5162864052627676,0.001231693458252447,-0.20557540586958162,,,data\processed\preprocessed\robust_nlm\benign\images\benign_116.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_116_mask.png
benign (408),benign,raw,0.45213953307020033,0.0009922308270821777,-0.1510266841561683,,,,
benign (408),benign,robust_bilateral,0.6248215116368255,0.0009919612475562823,-0.2136247345299845,data\processed\preprocessed\robust_bilateral\benign\images\benign_408.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_408_mask.png,,
benign (408),benign,robust_nlm,0.6269523409493808,0.0010285462369077206,-0.2145141937891618,,,data\processed\preprocessed\robust_nlm\benign\images\benign_408.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_408_mask.png
benign (427),benign,raw,0.6381896145235303,0.0034891973455160193,0.16617380108425142,,,,
benign (427),benign,robust_bilateral,0.6285317906127413,0.0021774049013409185,0.18463032319936928,data\processed\preprocessed\robust_bilateral\benign\images\benign_427.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_427_mask.png,,
benign (427),benign,robust_nlm,0.6339057761480897,0.0028142432572973055,0.1658916485056726,,,data\processed\preprocessed\robust_nlm\benign\images\benign_427.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_427_mask.png
benign (233),benign,raw,0.723085065291421,0.0016769418343391838,0.1497051503231,,,,
benign (233),benign,robust_bilateral,0.7998434118020501,0.0015326163239177115,0.16629555240870614,data\processed\preprocessed\robust_bilateral\benign\images\benign_233.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_233_mask.png,,
benign (233),benign,robust_nlm,0.8049172495594782,0.001414900415576576,0.16755049253525883,,,data\processed\preprocessed\robust_nlm\benign\images\benign_233.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_233_mask.png
benign (387),benign,raw,0.813589605080602,0.001583929333011499,0.524281844755949,,,,
benign (387),benign,robust_bilateral,0.829021708946816,0.0012240835462076789,0.5385392837251007,data\processed\preprocessed\robust_bilateral\benign\images\benign_387.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_387_mask.png,,
benign (387),benign,robust_nlm,0.8326892649441316,0.0010807272047277335,0.5422854292667975,,,data\processed\preprocessed\robust_nlm\benign\images\benign_387.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_387_mask.png
benign (388),benign,raw,0.5631020776660676,0.0011867040423505413,-0.29315848460777183,,,,
benign (388),benign,robust_bilateral,0.6470490157193594,0.0011736210308974314,-0.3487533797709323,data\processed\preprocessed\robust_bilateral\benign\images\benign_388.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_388_mask.png,,
benign (388),benign,robust_nlm,0.6497890711543423,0.0011506053712828988,-0.34601980767610563,,,data\processed\preprocessed\robust_nlm\benign\images\benign_388.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_388_mask.png
malignant (67),malignant,raw,0.6328975312934877,0.002470643548907322,0.4907563219002906,,,,
malignant (67),malignant,robust_bilateral,0.6273554383849734,0.0014650402044374014,0.498440504644228,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_67.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_67_mask.png,,
malignant (67),malignant,robust_nlm,0.6309158108274084,0.0012510267629365392,0.5005758097079024,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_67.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_67_mask.png
benign (75),benign,raw,0.5978846585462848,0.0012384299708262897,0.49929077374660474,,,,
benign (75),benign,robust_bilateral,0.6021518367155834,0.0011584915475451284,0.5119553336921283,data\processed\preprocessed\robust_bilateral\benign\images\benign_75.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_75_mask.png,,
benign (75),benign,robust_nlm,0.6073669320791675,0.0009217563688342021,0.5148902013741369,,,data\processed\preprocessed\robust_nlm\benign\images\benign_75.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_75_mask.png
malignant (59),malignant,raw,0.8437837476171736,0.0010569577305632745,0.6075599416357553,,,,
malignant (59),malignant,robust_bilateral,0.8484761377826945,0.0006445964110709331,0.6197643674290603,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_59.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_59_mask.png,,
malignant (59),malignant,robust_nlm,0.8524845240776948,0.0005031735541538616,0.621593959553437,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_59.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_59_mask.png
malignant (119),malignant,raw,0.7896490504459797,0.004386285959700599,0.4422014745411875,,,,
malignant (119),malignant,robust_bilateral,0.7943547725056216,0.0016313116674052167,0.4708293441045431,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_119.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_119_mask.png,,
malignant (119),malignant,robust_nlm,0.7980070998570411,0.004064089210656142,0.4498055111729341,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_119.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_119_mask.png
benign (51),benign,raw,0.7977442545019822,0.0021802237002599488,0.19936767718745427,,,,
benign (51),benign,robust_bilateral,0.792232774406516,0.001417022992770792,0.19466852745619284,data\processed\preprocessed\robust_bilateral\benign\images\benign_51.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_51_mask.png,,
benign (51),benign,robust_nlm,0.7975910320970182,0.0013633467243789723,0.20011129101954192,,,data\processed\preprocessed\robust_nlm\benign\images\benign_51.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_51_mask.png
malignant (12),malignant,raw,0.44728784178983305,0.0032393873232638925,0.42067947999176153,,,,
malignant (12),malignant,robust_bilateral,0.532287124221199,0.0029432152272004645,0.5336532768349741,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_12.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_12_mask.png,,
malignant (12),malignant,robust_nlm,0.5415103907981983,0.0038169392389547853,0.5145202749615423,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_12.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_12_mask.png
benign (255),benign,raw,0.47090934332279893,0.003355885979353503,0.435778297464537,,,,
benign (255),benign,robust_bilateral,0.6159779952265124,0.0025478657040784755,0.5787070349416596,data\processed\preprocessed\robust_bilateral\benign\images\benign_255.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_255_mask.png,,
benign (255),benign,robust_nlm,0.6237334527114902,0.004235837194027091,0.5813915456189687,,,data\processed\preprocessed\robust_nlm\benign\images\benign_255.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_255_mask.png
benign (149),benign,raw,0.6914350464136049,0.0016775488363165957,0.6092143344286995,,,,
benign (149),benign,robust_bilateral,0.765212032987282,0.0013897776896423062,0.681673650739826,data\processed\preprocessed\robust_bilateral\benign\images\benign_149.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_149_mask.png,,
benign (149),benign,robust_nlm,0.7693600764888524,0.0013399863564071645,0.6858289135126329,,,data\processed\preprocessed\robust_nlm\benign\images\benign_149.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_149_mask.png
malignant (118),malignant,raw,0.7862278651195984,0.002116186822481941,0.5365033608017115,,,,
malignant (118),malignant,robust_bilateral,0.7909512572366254,0.001593816227336678,0.5447928004016854,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_118.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_118_mask.png,,
malignant (118),malignant,robust_nlm,0.7943983195864155,0.0016844101194808854,0.5466949905218189,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_118.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_118_mask.png
